number,timestamp,src_ip,dst_ip,protocol,src_port,dst_port,seq,length
1447,2018-12-22 01:31:31.981297,104.248.160.24,192.168.1.196,TCP,80,49034,34753,1514
1448,2018-12-22 01:31:31.981535,192.168.1.196,104.248.160.24,TCP,49034,80,148,94
1449,2018-12-22 01:31:31.981785,192.168.1.196,104.248.160.24,TCP,49034,80,148,94
1450,2018-12-22 01:31:32.003276,104.248.160.24,192.168.1.196,TCP,80,49034,36201,1514
1451,2018-12-22 01:31:32.003522,192.168.1.196,104.248.160.24,TCP,49034,80,148,94
1452,2018-12-22 01:31:32.004524,104.248.160.24,192.168.1.196,TCP,80,49034,39097,1514
1453,2018-12-22 01:31:32.004771,192.168.1.196,104.248.160.24,TCP,49034,80,148,94
1454,2018-12-22 01:31:32.036006,104.248.160.24,192.168.1.196,TCP,80,49034,41993,1514
1455,2018-12-22 01:31:32.036255,104.248.160.24,192.168.1.196,TCP,80,49034,47785,1514
1456,2018-12-22 01:31:32.036261,192.168.1.196,104.248.160.24,TCP,49034,80,148,94
1457,2018-12-22 01:31:32.036503,192.168.1.196,104.248.160.24,TCP,49034,80,148,94
1458,2018-12-22 01:31:32.057744,104.248.160.24,192.168.1.196,TCP,80,49034,37649,1514
1459,2018-12-22 01:31:32.058241,192.168.1.196,104.248.160.24,TCP,49034,80,148,94
1460,2018-12-22 01:31:32.060492,104.248.160.24,192.168.1.196,TCP,80,49034,40545,1514
1461,2018-12-22 01:31:32.060741,192.168.1.196,104.248.160.24,TCP,49034,80,148,78
1462,2018-12-22 01:31:32.071236,104.248.160.24,192.168.1.196,TCP,80,49034,50681,1514
1463,2018-12-22 01:31:32.071484,192.168.1.196,104.248.160.24,TCP,49034,80,148,78
1464,2018-12-22 01:31:32.083229,104.248.160.24,192.168.1.196,TCP,80,49034,53577,1514
1465,2018-12-22 01:31:32.083477,192.168.1.196,104.248.160.24,TCP,49034,80,148,78
1466,2018-12-22 01:31:32.095222,104.248.160.24,192.168.1.196,TCP,80,49034,56473,1514
1467,2018-12-22 01:31:32.095470,192.168.1.196,104.248.160.24,TCP,49034,80,148,78
1468,2018-12-22 01:31:32.125705,104.248.160.24,192.168.1.196,TCP,80,49034,57921,1514
1469,2018-12-22 01:31:32.125954,192.168.1.196,104.248.160.24,TCP,49034,80,148,78
1470,2018-12-22 01:31:32.125962,104.248.160.24,192.168.1.196,TCP,80,49034,79641,1514
1471,2018-12-22 01:31:32.126203,192.168.1.196,104.248.160.24,TCP,49034,80,148,86
1472,2018-12-22 01:31:32.137197,104.248.160.24,192.168.1.196,TCP,80,49034,82537,1514
1473,2018-12-22 01:31:32.137446,192.168.1.196,104.248.160.24,TCP,49034,80,148,94
1474,2018-12-22 01:31:32.148942,104.248.160.24,192.168.1.196,TCP,80,49034,86881,1514
1475,2018-12-22 01:31:32.149440,192.168.1.196,104.248.160.24,TCP,49034,80,148,94
1476,2018-12-22 01:31:32.160937,104.248.160.24,192.168.1.196,TCP,80,49034,88329,1514
1477,2018-12-22 01:31:32.161436,192.168.1.196,104.248.160.24,TCP,49034,80,148,94
1478,2018-12-22 01:31:32.185671,104.248.160.24,192.168.1.196,TCP,80,49034,89777,1514
1479,2018-12-22 01:31:32.186168,192.168.1.196,104.248.160.24,TCP,49034,80,148,94
1480,2018-12-22 01:31:32.206659,104.248.160.24,192.168.1.196,TCP,80,49034,91225,1514
1481,2018-12-22 01:31:32.206907,192.168.1.196,104.248.160.24,TCP,49034,80,148,94
1482,2018-12-22 01:31:32.210907,104.248.160.24,192.168.1.196,TCP,80,49034,92673,1514
1483,2018-12-22 01:31:32.211154,192.168.1.196,104.248.160.24,TCP,49034,80,148,94
1484,2018-12-22 01:31:32.217902,104.248.160.24,192.168.1.196,TCP,80,49034,94121,1514
1485,2018-12-22 01:31:32.218150,192.168.1.196,104.248.160.24,TCP,49034,80,148,94
1486,2018-12-22 01:31:32.229895,104.248.160.24,192.168.1.196,TCP,80,49034,95569,1514
1487,2018-12-22 01:31:32.230144,192.168.1.196,104.248.160.24,TCP,49034,80,148,94
1488,2018-12-22 01:31:32.241889,104.248.160.24,192.168.1.196,TCP,80,49034,97017,1514
1489,2018-12-22 01:31:32.242136,192.168.1.196,104.248.160.24,TCP,49034,80,148,94
1490,2018-12-22 01:31:32.253882,104.248.160.24,192.168.1.196,TCP,80,49034,98465,1514
1491,2018-12-22 01:31:32.254130,192.168.1.196,104.248.160.24,TCP,49034,80,148,94
1492,2018-12-22 01:31:32.274369,104.248.160.24,192.168.1.196,TCP,80,49034,69505,1514
1493,2018-12-22 01:31:32.274619,192.168.1.196,104.248.160.24,TCP,49034,80,148,94
1494,2018-12-22 01:31:32.277869,104.248.160.24,192.168.1.196,TCP,80,49034,70953,1514
1495,2018-12-22 01:31:32.278116,192.168.1.196,104.248.160.24,TCP,49034,80,148,94
1496,2018-12-22 01:31:32.289862,104.248.160.24,192.168.1.196,TCP,80,49034,99913,1514
1497,2018-12-22 01:31:32.290109,192.168.1.196,104.248.160.24,TCP,49034,80,148,94
1498,2018-12-22 01:31:32.316611,104.248.160.24,192.168.1.196,TCP,80,49034,76745,1514
1499,2018-12-22 01:31:32.316625,104.248.160.24,192.168.1.196,TCP,80,49034,78193,1514
1500,2018-12-22 01:31:32.316851,192.168.1.196,104.248.160.24,TCP,49034,80,148,94
1501,2018-12-22 01:31:32.317100,192.168.1.196,104.248.160.24,TCP,49034,80,148,94
1502,2018-12-22 01:31:32.328091,104.248.160.24,192.168.1.196,TCP,80,49034,81089,1514
1503,2018-12-22 01:31:32.328589,192.168.1.196,104.248.160.24,TCP,49034,80,148,94
1504,2018-12-22 01:31:32.354575,104.248.160.24,192.168.1.196,TCP,80,49034,83985,1514
1505,2018-12-22 01:31:32.354582,104.248.160.24,192.168.1.196,TCP,80,49034,85433,1514
1506,2018-12-22 01:31:32.354822,192.168.1.196,104.248.160.24,TCP,49034,80,148,94
1507,2018-12-22 01:31:32.355072,192.168.1.196,104.248.160.24,TCP,49034,80,148,94
1508,2018-12-22 01:31:32.632667,104.248.160.24,192.168.1.196,TCP,80,49034,59369,1514
1509,2018-12-22 01:31:32.633164,192.168.1.196,104.248.160.24,TCP,49034,80,148,66
1510,2018-12-22 01:31:32.654157,104.248.160.24,192.168.1.196,TCP,80,49034,101361,1968
1511,2018-12-22 01:31:32.654164,192.168.1.196,104.248.160.24,TCP,49034,80,148,66
1512,2018-12-22 01:31:32.654651,192.168.1.196,104.248.160.24,TCP,49034,80,148,66
1513,2018-12-22 01:31:32.675141,104.248.160.24,192.168.1.196,TCP,80,49034,103264,66
1514,2018-12-22 01:31:32.691879,192.168.1.196,104.248.160.24,TCP,49064,80,0,74
1515,2018-12-22 01:31:33.721544,192.168.1.196,104.248.160.24,TCP,49064,80,0,74
1516,2018-12-22 01:31:35.801619,192.168.1.196,104.248.160.24,TCP,49064,80,0,74
1517,2018-12-22 01:31:39.881536,192.168.1.196,104.248.160.24,TCP,49064,80,0,74
1518,2018-12-22 01:31:48.361706,192.168.1.196,104.248.160.24,TCP,49064,80,0,74
1519,2018-12-22 01:31:48.390193,104.248.160.24,192.168.1.196,TCP,80,49064,0,74
1520,2018-12-22 01:31:48.390691,192.168.1.196,104.248.160.24,TCP,49064,80,1,66
1521,2018-12-22 01:31:48.390698,192.168.1.196,104.248.160.24,TCP,49064,80,1,214
1522,2018-12-22 01:31:48.414926,104.248.160.24,192.168.1.196,TCP,80,49064,1,66
1523,2018-12-22 01:31:48.415430,104.248.160.24,192.168.1.196,TCP,80,49064,1,1514
1524,2018-12-22 01:31:48.415438,104.248.160.24,192.168.1.196,TCP,80,49064,2897,1514
1525,2018-12-22 01:31:48.415677,192.168.1.196,104.248.160.24,TCP,49064,80,149,66
1526,2018-12-22 01:31:48.415683,192.168.1.196,104.248.160.24,TCP,49064,80,149,78
1527,2018-12-22 01:31:48.427422,104.248.160.24,192.168.1.196,TCP,80,49064,5793,1514
1528,2018-12-22 01:31:48.427919,192.168.1.196,104.248.160.24,TCP,49064,80,149,86
1529,2018-12-22 01:31:48.438917,104.248.160.24,192.168.1.196,TCP,80,49064,1449,1514
1530,2018-12-22 01:31:48.439163,192.168.1.196,104.248.160.24,TCP,49064,80,149,78
1531,2018-12-22 01:31:48.463167,104.248.160.24,192.168.1.196,TCP,80,49064,8689,1514
1532,2018-12-22 01:31:48.463419,192.168.1.196,104.248.160.24,TCP,49064,80,149,86
1533,2018-12-22 01:31:48.463426,104.248.160.24,192.168.1.196,TCP,80,49064,4345,1514
1534,2018-12-22 01:31:48.463662,192.168.1.196,104.248.160.24,TCP,49064,80,149,78
1535,2018-12-22 01:31:48.485146,104.248.160.24,192.168.1.196,TCP,80,49064,11585,1514
1536,2018-12-22 01:31:48.485387,192.168.1.196,104.248.160.24,TCP,49064,80,149,86
1537,2018-12-22 01:31:48.488638,104.248.160.24,192.168.1.196,TCP,80,49064,7241,1514
1538,2018-12-22 01:31:48.488885,192.168.1.196,104.248.160.24,TCP,49064,80,149,78
1539,2018-12-22 01:31:48.498881,104.248.160.24,192.168.1.196,TCP,80,49064,10137,1514
1540,2018-12-22 01:31:48.499379,192.168.1.196,104.248.160.24,TCP,49064,80,149,66
1541,2018-12-22 01:31:48.510874,104.248.160.24,192.168.1.196,TCP,80,49064,15929,1514
1542,2018-12-22 01:31:48.511373,192.168.1.196,104.248.160.24,TCP,49064,80,149,78
1543,2018-12-22 01:31:48.522867,104.248.160.24,192.168.1.196,TCP,80,49064,14481,1514
1544,2018-12-22 01:31:48.523116,192.168.1.196,104.248.160.24,TCP,49064,80,149,78
1545,2018-12-22 01:31:48.534859,104.248.160.24,192.168.1.196,TCP,80,49064,17377,1514
1546,2018-12-22 01:31:48.535358,192.168.1.196,104.248.160.24,TCP,49064,80,149,78
1547,2018-12-22 01:31:48.546855,104.248.160.24,192.168.1.196,TCP,80,49064,20273,1514
1548,2018-12-22 01:31:48.547353,192.168.1.196,104.248.160.24,TCP,49064,80,149,86
1549,2018-12-22 01:31:48.558851,104.248.160.24,192.168.1.196,TCP,80,49064,18825,1514
1550,2018-12-22 01:31:48.559345,192.168.1.196,104.248.160.24,TCP,49064,80,149,78
1551,2018-12-22 01:31:48.570842,104.248.160.24,192.168.1.196,TCP,80,49064,23169,1514
1552,2018-12-22 01:31:48.571338,192.168.1.196,104.248.160.24,TCP,49064,80,149,86
1553,2018-12-22 01:31:48.582834,104.248.160.24,192.168.1.196,TCP,80,49064,24617,1514
1554,2018-12-22 01:31:48.583331,192.168.1.196,104.248.160.24,TCP,49064,80,149,86
1555,2018-12-22 01:31:48.595076,104.248.160.24,192.168.1.196,TCP,80,49064,26065,1514
1556,2018-12-22 01:31:48.595324,192.168.1.196,104.248.160.24,TCP,49064,80,149,86
1557,2018-12-22 01:31:48.607070,104.248.160.24,192.168.1.196,TCP,80,49064,27513,1514
1558,2018-12-22 01:31:48.607317,192.168.1.196,104.248.160.24,TCP,49064,80,149,86
1559,2018-12-22 01:31:48.619063,104.248.160.24,192.168.1.196,TCP,80,49064,28961,1514
1560,2018-12-22 01:31:48.619311,192.168.1.196,104.248.160.24,TCP,49064,80,149,86
1561,2018-12-22 01:31:48.631058,104.248.160.24,192.168.1.196,TCP,80,49064,31857,1514
1562,2018-12-22 01:31:48.631304,192.168.1.196,104.248.160.24,TCP,49064,80,149,94
1563,2018-12-22 01:31:48.643049,104.248.160.24,192.168.1.196,TCP,80,49064,34753,1514
1564,2018-12-22 01:31:48.643298,192.168.1.196,104.248.160.24,TCP,49064,80,149,94
1565,2018-12-22 01:31:48.666036,104.248.160.24,192.168.1.196,TCP,80,49064,36201,1514
1566,2018-12-22 01:31:48.666284,192.168.1.196,104.248.160.24,TCP,49064,80,149,94
1567,2018-12-22 01:31:48.667035,104.248.160.24,192.168.1.196,TCP,80,49064,37649,1514
1568,2018-12-22 01:31:48.667283,192.168.1.196,104.248.160.24,TCP,49064,80,149,94
1569,2018-12-22 01:31:48.679028,104.248.160.24,192.168.1.196,TCP,80,49064,39097,1514
1570,2018-12-22 01:31:48.679276,192.168.1.196,104.248.160.24,TCP,49064,80,149,94
1571,2018-12-22 01:31:48.691023,104.248.160.24,192.168.1.196,TCP,80,49064,13033,1514
1572,2018-12-22 01:31:48.691270,192.168.1.196,104.248.160.24,TCP,49064,80,149,94
1573,2018-12-22 01:31:48.703015,104.248.160.24,192.168.1.196,TCP,80,49064,40545,1514
1574,2018-12-22 01:31:48.703263,192.168.1.196,104.248.160.24,TCP,49064,80,149,94
1575,2018-12-22 01:31:48.715007,104.248.160.24,192.168.1.196,TCP,80,49064,41993,1514
1576,2018-12-22 01:31:48.715256,192.168.1.196,104.248.160.24,TCP,49064,80,149,94
1577,2018-12-22 01:31:48.727001,104.248.160.24,192.168.1.196,TCP,80,49064,43441,1514
1578,2018-12-22 01:31:48.727250,192.168.1.196,104.248.160.24,TCP,49064,80,149,94
1579,2018-12-22 01:31:48.738996,104.248.160.24,192.168.1.196,TCP,80,49064,21721,1514
1580,2018-12-22 01:31:48.739242,192.168.1.196,104.248.160.24,TCP,49064,80,149,86
1581,2018-12-22 01:31:48.750988,104.248.160.24,192.168.1.196,TCP,80,49064,44889,1514
1582,2018-12-22 01:31:48.751236,192.168.1.196,104.248.160.24,TCP,49064,80,149,86
1583,2018-12-22 01:31:48.762986,104.248.160.24,192.168.1.196,TCP,80,49064,30409,1514
1584,2018-12-22 01:31:48.763229,192.168.1.196,104.248.160.24,TCP,49064,80,149,78
1585,2018-12-22 01:31:48.774974,104.248.160.24,192.168.1.196,TCP,80,49064,33305,1514
1586,2018-12-22 01:31:48.775222,192.168.1.196,104.248.160.24,TCP,49064,80,149,66
1587,2018-12-22 01:31:48.803224,104.248.160.24,192.168.1.196,TCP,80,49064,46337,1514
1588,2018-12-22 01:31:48.803476,192.168.1.196,104.248.160.24,TCP,49064,80,149,66
1589,2018-12-22 01:31:48.803484,104.248.160.24,192.168.1.196,TCP,80,49064,47785,1514
1590,2018-12-22 01:31:48.803717,192.168.1.196,104.248.160.24,TCP,49064,80,149,66
1591,2018-12-22 01:31:48.835689,104.248.160.24,192.168.1.196,TCP,80,49064,49233,1514
1592,2018-12-22 01:31:48.835938,192.168.1.196,104.248.160.24,TCP,49064,80,149,66
1593,2018-12-22 01:31:48.835946,104.248.160.24,192.168.1.196,TCP,80,49064,50681,1514
1594,2018-12-22 01:31:48.836187,192.168.1.196,104.248.160.24,TCP,49064,80,149,66
1595,2018-12-22 01:31:48.848689,104.248.160.24,192.168.1.196,TCP,80,49064,52129,1514
1596,2018-12-22 01:31:48.848937,192.168.1.196,104.248.160.24,TCP,49064,80,149,66
1597,2018-12-22 01:31:48.858926,104.248.160.24,192.168.1.196,TCP,80,49064,53577,1514
1598,2018-12-22 01:31:48.859174,192.168.1.196,104.248.160.24,TCP,49064,80,149,66
1599,2018-12-22 01:31:48.870919,104.248.160.24,192.168.1.196,TCP,80,49064,55025,1514
1600,2018-12-22 01:31:48.871168,192.168.1.196,104.248.160.24,TCP,49064,80,149,66
1601,2018-12-22 01:31:48.891907,104.248.160.24,192.168.1.196,TCP,80,49064,56473,1514
1602,2018-12-22 01:31:48.892405,192.168.1.196,104.248.160.24,TCP,49064,80,149,66
1603,2018-12-22 01:31:48.894906,104.248.160.24,192.168.1.196,TCP,80,49064,57921,1514
1604,2018-12-22 01:31:48.895154,192.168.1.196,104.248.160.24,TCP,49064,80,149,66
1605,2018-12-22 01:31:48.910147,104.248.160.24,192.168.1.196,TCP,80,49064,59369,1514
1606,2018-12-22 01:31:48.910394,192.168.1.196,104.248.160.24,TCP,49064,80,149,66
1607,2018-12-22 01:31:48.918894,104.248.160.24,192.168.1.196,TCP,80,49064,60817,1514
1608,2018-12-22 01:31:48.919391,192.168.1.196,104.248.160.24,TCP,49064,80,149,66
1609,2018-12-22 01:31:48.930886,104.248.160.24,192.168.1.196,TCP,80,49064,62265,1514
1610,2018-12-22 01:31:48.931383,192.168.1.196,104.248.160.24,TCP,49064,80,149,66
1611,2018-12-22 01:31:48.942879,104.248.160.24,192.168.1.196,TCP,80,49064,63713,1514
1612,2018-12-22 01:31:48.943376,192.168.1.196,104.248.160.24,TCP,49064,80,149,66
1613,2018-12-22 01:31:48.954872,104.248.160.24,192.168.1.196,TCP,80,49064,65161,1514
1614,2018-12-22 01:31:48.955370,192.168.1.196,104.248.160.24,TCP,49064,80,149,66
1615,2018-12-22 01:31:48.984858,104.248.160.24,192.168.1.196,TCP,80,49064,66609,2962
1616,2018-12-22 01:31:48.985103,192.168.1.196,104.248.160.24,TCP,49064,80,149,66
1617,2018-12-22 01:31:48.985108,192.168.1.196,104.248.160.24,TCP,49064,80,149,66
1618,2018-12-22 01:31:48.996348,104.248.160.24,192.168.1.196,TCP,80,49064,70953,1514
1619,2018-12-22 01:31:48.996596,192.168.1.196,104.248.160.24,TCP,49064,80,149,78
1620,2018-12-22 01:31:49.008094,104.248.160.24,192.168.1.196,TCP,80,49064,69505,1514
1621,2018-12-22 01:31:49.008340,192.168.1.196,104.248.160.24,TCP,49064,80,149,66
1622,2018-12-22 01:31:49.020101,104.248.160.24,192.168.1.196,TCP,80,49064,72401,1514
1623,2018-12-22 01:31:49.020333,192.168.1.196,104.248.160.24,TCP,49064,80,149,66
1624,2018-12-22 01:31:49.040845,104.248.160.24,192.168.1.196,TCP,80,49064,73849,1514
1625,2018-12-22 01:31:49.041090,192.168.1.196,104.248.160.24,TCP,49064,80,149,66
1626,2018-12-22 01:31:49.063578,104.248.160.24,192.168.1.196,TCP,80,49064,75297,2962
1627,2018-12-22 01:31:49.063814,192.168.1.196,104.248.160.24,TCP,49064,80,149,66
1628,2018-12-22 01:31:49.064056,192.168.1.196,104.248.160.24,TCP,49064,80,149,66
1629,2018-12-22 01:31:49.160257,104.248.160.24,192.168.1.196,TCP,80,49064,78193,1514
1630,2018-12-22 01:31:49.160266,104.248.160.24,192.168.1.196,TCP,80,49064,81089,1514
1631,2018-12-22 01:31:49.160502,192.168.1.196,104.248.160.24,TCP,49064,80,149,66
1632,2018-12-22 01:31:49.160754,192.168.1.196,104.248.160.24,TCP,49064,80,149,78
1633,2018-12-22 01:31:49.184991,104.248.160.24,192.168.1.196,TCP,80,49064,83985,1514
1634,2018-12-22 01:31:49.185239,192.168.1.196,104.248.160.24,TCP,49064,80,149,86
1635,2018-12-22 01:31:49.196235,104.248.160.24,192.168.1.196,TCP,80,49064,85433,1514
1636,2018-12-22 01:31:49.196245,104.248.160.24,192.168.1.196,TCP,80,49064,86881,1514
1637,2018-12-22 01:31:49.196482,192.168.1.196,104.248.160.24,TCP,49064,80,149,86
1638,2018-12-22 01:31:49.196733,192.168.1.196,104.248.160.24,TCP,49064,80,149,86
1639,2018-12-22 01:31:49.222218,104.248.160.24,192.168.1.196,TCP,80,49064,88329,1514
1640,2018-12-22 01:31:49.222225,104.248.160.24,192.168.1.196,TCP,80,49064,89777,1514
1641,2018-12-22 01:31:49.222468,192.168.1.196,104.248.160.24,TCP,49064,80,149,86
1642,2018-12-22 01:31:49.222474,192.168.1.196,104.248.160.24,TCP,49064,80,149,86
1643,2018-12-22 01:31:49.243706,104.248.160.24,192.168.1.196,TCP,80,49064,91225,1514
1644,2018-12-22 01:31:49.243955,192.168.1.196,104.248.160.24,TCP,49064,80,149,86
1645,2018-12-22 01:31:49.264975,104.248.160.24,192.168.1.196,TCP,80,49064,92673,2962
1646,2018-12-22 01:31:49.265206,192.168.1.196,104.248.160.24,TCP,49064,80,149,86
1647,2018-12-22 01:31:49.265452,192.168.1.196,104.248.160.24,TCP,49064,80,149,86
1648,2018-12-22 01:31:49.276442,104.248.160.24,192.168.1.196,TCP,80,49064,95569,1514
1649,2018-12-22 01:31:49.276687,192.168.1.196,104.248.160.24,TCP,49064,80,149,86
1650,2018-12-22 01:31:49.297427,104.248.160.24,192.168.1.196,TCP,80,49064,97017,1514
1651,2018-12-22 01:31:49.297675,192.168.1.196,104.248.160.24,TCP,49064,80,149,86
1652,2018-12-22 01:31:49.308418,104.248.160.24,192.168.1.196,TCP,80,49064,99913,1514
1653,2018-12-22 01:31:49.308690,192.168.1.196,104.248.160.24,TCP,49064,80,149,94
1654,2018-12-22 01:31:49.399620,104.248.160.24,192.168.1.196,TCP,80,49064,101361,1033
1655,2018-12-22 01:31:49.399867,192.168.1.196,104.248.160.24,TCP,49064,80,149,94
1656,2018-12-22 01:31:49.399876,104.248.160.24,192.168.1.196,TCP,80,49064,79641,1514
1657,2018-12-22 01:31:49.400116,192.168.1.196,104.248.160.24,TCP,49064,80,149,86
1658,2018-12-22 01:31:49.459595,104.248.160.24,192.168.1.196,TCP,80,49064,82537,1514
1659,2018-12-22 01:31:49.459608,104.248.160.24,192.168.1.196,TCP,80,49064,98465,1514
1660,2018-12-22 01:31:49.459838,192.168.1.196,104.248.160.24,TCP,49064,80,149,78
1661,2018-12-22 01:31:49.460081,192.168.1.196,104.248.160.24,TCP,49064,80,149,66
1662,2018-12-22 01:31:49.460582,192.168.1.196,104.248.160.24,TCP,49064,80,149,66
1663,2018-12-22 01:31:49.691702,192.168.1.196,104.248.160.24,TCP,49064,80,149,66
1664,2018-12-22 01:31:49.718437,104.248.160.24,192.168.1.196,TCP,80,49064,102329,66
